variable,VARNUM,Merged1996_97,Merged1997_98,Merged1998_99,Merged1999_00,Merged2000_01,Merged2001_02,Merged2002_03,Merged2003_04,Merged2004_05,Merged2005_06,Merged2006_07,Merged2007_08,Merged2008_09,Merged2009_10,Merged2010_11,Merged2011_12,Merged2012_13,Merged2013_14,Merged2014_15,Merged2015_16,Merged2016_17,Merged2017_18,Merged2018_19,Merged2019_20,Merged2020_21,Merged2021_22,Most_recent,Drawn_From
CIP38CERT4,213,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP38BACHL,214,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP39CERT1,215,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP39CERT2,216,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP39ASSOC,217,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP39CERT4,218,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP39BACHL,219,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP40CERT1,220,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP40CERT2,221,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP40ASSOC,222,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
CIP40CERT4,223,"AY1995-96, reported in IPEDS DCY1996-97. Based on the CIP1990 codes.","AY1996-97, reported in IPEDS DCY1997-98. Based on the CIP1990 codes.","AY1997-98, reported in IPEDS DCY1998-99. Based on the CIP1990 codes.","AY1998-99, reported in IPEDS DCY1999-00. Based on the CIP1990 codes.","AY1999-00, reported in IPEDS DCY2000-01. Based on the CIP1990 codes.","AY2000-01, reported in IPEDS DCY2001-02. Based on the CIP1990 codes.","AY2001-02, reported in IPEDS DCY2002-03. Based on the CIP1990 codes.","AY2002-03, reported in IPEDS DCY2003-04. Based on the CIP2000 codes.","AY2003-04, reported in IPEDS DCY2004-05. Based on the CIP2000 codes.","AY2004-05, reported in IPEDS DCY2005-06. Based on the CIP2000 codes.","AY2005-06, reported in IPEDS DCY2006-07. Based on the CIP2000 codes.","AY2006-07, reported in IPEDS DCY2007-08. Based on the CIP2000 codes.","AY2007-08, reported in IPEDS DCY2008-09. Based on the CIP2000 codes.","AY2008-09, reported in IPEDS DCY2009-10. Based on the CIP2000 codes.","AY2009-10, reported in IPEDS DCY2010-11. Based on the CIP2010 codes.","AY2010-11, reported in IPEDS DCY2011-12. Based on the CIP2010 codes.","AY2011-12, reported in IPEDS DCY2012-13. Based on the CIP2010 codes.","AY2012-13, reported in IPEDS DCY2013-14. Based on the CIP2010 codes.","AY2013-14, reported in IPEDS DCY2014-15. Based on the CIP2010 codes.","AY2014-15, reported in IPEDS DCY2015-16. Based on the CIP2010 codes.","AY2015-16, reported in IPEDS DCY2016-17. Based on the CIP2010 codes.","AY2016-17, reported in IPEDS DCY2017-18. Based on the CIP2010 codes.","AY2017-18, reported in IPEDS DCY2018-19. Based on the CIP2010 codes.","AY2018-19, reported in IPEDS DCY2019-20. Based on the CIP2010 codes.","AY2019-20, reported in IPEDS DCY2020-21. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.","AY2020-21, reported in IPEDS DCY2021-22. Based on the CIP2020 codes.",2021_22
